,IDC,Prenom,Nom_x,email,adresse
779,1702,Franck,Bouillave,Franck.Bouillave@youpi.com,"Hameau du hibours, 1180 Staro Selo"
780,908,Josiane,Lazare,Josiane.Lazare@hotme.com,"Place des curkas, 13370 Staro Selo"
781,1062,Jean,Pigox,Jean.Pigox@dtc.de,"Boulevard de la girafouine, 1180 Cheapbourg"
782,979,Jean,Cule,Jean.Cule@dtc.de,"Boulevard de la girafouine, 1180 Montruc"
783,833,Jean,Maricic,Jean.Maricic@minitel.fr,"Rue des bananes, 1180 Montruc"
784,1459,Laurence,Pavlovic,Laurence.Pavlovic@yopmail.com,"Rue des bananes, 13370 Cheapbourg"
785,583,Louis,Kezman,Louis.Kezman@dtc.de,"Avenue des Schtroumps, 50130 Cheapbourg"
786,1858,Laurent,Maricic,Laurent.Maricic@dtc.de,"Place des curkas, 50130 Montruc"
787,1566,Bodgan,Cule,Bodgan.Cule@minitel.fr,"Rue des bananes, 1180 Veliko Curan"
788,2542,Louis,Pavlovic,Louis.Pavlovic@hotme.com,"Avenue des Schtroumps, 1180 Cheapbourg"
789,1386,Laurence,Bouillave,Laurence.Bouillave@dtc.de,"Place des curkas, 50130 Montruc"
790,1019,Laurence,Lazare,Laurence.Lazare@hotme.com,"Avenue des Schtroumps, 13370 Veliko Curan"
791,1776,Jeanette,Garcimore,Jeanette.Garcimore@hotme.com,"Boulevard de la girafouine, 50130 Montruc"
792,1912,Jeanette,Garcimore,Jeanette.Garcimore@yopmail.com,"Hameau du hibours, 50130 Veliko Curan"
793,1265,Laurence,Maricic,Laurence.Maricic@yopmail.com,"Boulevard de la girafouine, 13370 Staro Selo"
794,1299,Jeanette,Martin,Jeanette.Martin@yopmail.com,"Rue des bananes, 1180 Cheapbourg"
795,1646,Mamadou,Lazare,Mamadou.Lazare@youpi.com,"Avenue des Schtroumps, 13370 Montruc"
796,1628,Laurence,Martin,Laurence.Martin@gjunk.com,"Boulevard de la girafouine, 1180 Montruc"
797,1799,Jean,Bouillave,Jean.Bouillave@gjunk.com,"Hameau du hibours, 50130 Veliko Curan"
798,1703,Marc,Bouillave,Marc.Bouillave@youpi.com,"Boulevard de la girafouine, 1180 Montruc"
